FacilityPK,FacilityName,FacilityTypeDesc,FacilityBuildingNo,FacilityStreetName,FacilityAptNo,FacilityCity,FacilityState,FacilityZipcode,Latitude,Longitude,FacilityPhone,ContactPhone,ContactPhoneExt,ContactName,AdditionalInfo,PricingDesc1,PricingDesc2,PricingDesc3,PricingDesc4,PricingDesc5
5637,DUANE READE PHARMACY,Pharmacy,1187,FIRST AVENUE,,Manhattan,NY,10065,41,-74,(917) 432-0634,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5638,DUANE READE PHARMACY,Pharmacy,249-46,Horace Harding Expy,,Queens,NY,11362,41,-74,(718) 747-0180,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5639,DUANE READE PHARMACY,Pharmacy,50,Bowery,,Manhattan,NY,10013,41,-74,(212) 608-0301,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5640,DUANE READE PHARMACY,Pharmacy,1,E. Kingsbridge Road,,Bronx,NY,10468,41,-74,(718) 364-5219,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5641,DUANE READE PHARMACY,Pharmacy,1091,LEXINGTON AVENUE,,Manhattan,NY,10075,41,-74,(212) 794-7100,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5642,DUANE READE PHARMACY,Pharmacy,900,EIGHTH AVENUE,,Manhattan,NY,10019,41,-74,(212) 582-3463,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5643,DUANE READE PHARMACY,Pharmacy,48-01,QUEENS BOULEVARD,,Queens,NY,11104,41,-74,(718) 476-8655,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5644,DUANE READE PHARMACY,Pharmacy,51,WEST 51ST STREET,,Manhattan,NY,10019,41,-74,(212) 582-8525,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5645,DUANE READE PHARMACY,Pharmacy,378,SIXTH AVENUE,,Manhattan,NY,10011,41,-74,(212) 674-5357,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5646,DUANE READE PHARMACY,Pharmacy,322,EIGHTH AVENUE,,Manhattan,NY,10001,41,-74,(212) 255-5025,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5647,DUANE READE PHARMACY,Pharmacy,1498,YORK AVENUE,,Manhattan,NY,10075,41,-74,(212) 879-8990,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5648,DUANE READE PHARMACY,Pharmacy,777,SIXTH AVENUE,,Manhattan,NY,10001,41,-74,(646) 336-8414,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5649,DUANE READE PHARMACY,Pharmacy,4,WEST FOURTH STREET,,Manhattan,NY,10012,41,-74,(212) 473-1027,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5650,DUANE READE PHARMACY,Pharmacy,111,WORTH STREET,,Manhattan,NY,10013,41,-74,(212) 571-4621,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5651,DUANE READE PHARMACY,Pharmacy,46,THIRD AVENUE,,Manhattan,NY,10003,41,-74,(212) 475-3563,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5652,DUANE READE PHARMACY,Pharmacy,771,EIGHTH AVENUE,,Manhattan,NY,10036,41,-74,(212) 974-6013,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5653,DUANE READE PHARMACY,Pharmacy,319,E 14th St,,Manhattan,NY,10003,41,-74,(212) 529-0091,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5654,DUANE READE PHARMACY,Pharmacy,1356,LEXINGTON AVENUE,,Manhattan,NY,10128,41,-74,(212) 722-0014,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5655,DUANE READE PHARMACY,Pharmacy,17,JOHN STREET,,Manhattan,NY,10038,41,-74,(212) 619-7181,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5656,DUANE READE PHARMACY,Pharmacy,459,BROADWAY,,Manhattan,NY,10013,41,-74,(212) 219-2658,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5657,DUANE READE PHARMACY,Pharmacy,756,MYRTLE AVENUE,,Brooklyn,NY,11206,41,-74,(718) 237-4526,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5658,DUANE READE PHARMACY,Pharmacy,1350,BROADWAY,,Manhattan,NY,10018,41,-74,(212) 695-6346,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5659,DUANE READE PHARMACY,Pharmacy,164,KENT AVENUE,,Brooklyn,NY,11249,41,-74,(718) 302-1549,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5660,DUANE READE PHARMACY,Pharmacy,5008,FIFTH AVENUE,,Brooklyn,NY,11220,41,-74,(718) 439-0614,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5661,DUANE READE PHARMACY,Pharmacy,41-63,Kissena Blvd,,Queens,NY,11355,41,-74,(718) 961-9393,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5662,DUANE READE PHARMACY,Pharmacy,58,EAST FORDHAM ROAD,,Bronx,NY,10468,41,-74,(718) 365-9354,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5663,DUANE READE PHARMACY,Pharmacy,22,WEST 48TH STREET,,Manhattan,NY,10036,41,-74,(212) 730-4914,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5664,Rite Aid Pharmacy,Pharmacy,21-25,Broadway,,Queens,NY,11106,41,-74,(718) 932-9200,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5665,DUANE READE PHARMACY,Pharmacy,1646,2nd Avenue,,Manhattan,NY,10028,41,-74,(212) 535-0142,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5666,DUANE READE PHARMACY,Pharmacy,33,SEVENTH AVENUE,,Manhattan,NY,10030,41,-74,(212) 741-3365,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5667,DUANE READE PHARMACY,Pharmacy,122,EAST 42ND STREET,,Manhattan,NY,10017,41,-74,(212) 808-4743,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5668,DUANE READE PHARMACY,Pharmacy,2522,BROADWAY,,Manhattan,NY,10025,41,-74,(212) 663-1580,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5669,DUANE READE PHARMACY,Pharmacy,866,THIRD AVENUE,,Manhattan,NY,10022,41,-74,(212) 759-9412,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5670,DUANE READE PHARMACY,Pharmacy,198-15,HORACE HARDING EXPY,,Queens,NY,11365,41,-74,(718) 224-3830,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5671,DUANE READE PHARMACY,Pharmacy,2931,AVENUE U,,Brooklyn,NY,11229,41,-74,(718) 648-8308,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5672,DUANE READE PHARMACY,Pharmacy,250,WEST 57TH STREET,,Manhattan,NY,10019,41,-74,(212) 265-2101,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5673,DUANE READE PHARMACY,Pharmacy,1150,AVENUE OF THE AMERICAS,,Manhattan,NY,10036,41,-74,(212) 221-3588,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5674,DUANE READE PHARMACY,Pharmacy,1430,BROADWAY,,Manhattan,NY,10018,41,-74,(212) 768-0201,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5675,DUANE READE PHARMACY,Pharmacy,95-11,63RD DRIVE,,Queens,NY,11374,41,-74,(718) 897-0803,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5676,DUANE READE PHARMACY,Pharmacy,1279,THIRD AVENUE,,Manhattan,NY,10021,41,-74,(212) 744-2668,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5677,DUANE READE PHARMACY,Pharmacy,485,LEXINGTON AVENUE,,Manhattan,NY,10017,41,-74,(212) 682-5338,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5678,DUANE READE PHARMACY,Pharmacy,35-49,E 14th St,,Manhattan,NY,10003,41,-74,(212) 989-3632,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5679,DUANE READE PHARMACY,Pharmacy,37,BROADWAY,,Manhattan,NY,10006,41,-74,(212) 425-8460,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5680,DUANE READE PHARMACY,Pharmacy,250,BROADWAY,,Manhattan,NY,10007,41,-74,(212) 571-4511,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5681,DUANE READE PHARMACY,Pharmacy,386,FULTON STREET,,Brooklyn,NY,11201,41,-74,(718) 330-0363,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5682,DUANE READE PHARMACY,Pharmacy,559,FULTON STREET,,Brooklyn,NY,11201,41,-74,(718) 643-9505,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5683,DUANE READE PHARMACY,Pharmacy,941,SOUTHERN BOULEVARD,,Bronx,NY,10459,41,-74,(718) 328-3220,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5684,DUANE READE PHARMACY,Pharmacy,1181,LIBERTY AVENUE,,Brooklyn,NY,11208,41,-74,(718) 277-1580,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5685,DUANE READE PHARMACY,Pharmacy,57-11,MYRTLE AVENUE,,Queens,NY,11385,41,-74,(718) 456-2602,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5686,DUANE READE PHARMACY,Pharmacy,724,FLATBUSH AVENUE,,Brooklyn,NY,11226,41,-74,(718) 284-4221,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5687,DUANE READE PHARMACY,Pharmacy,279,WEST 125TH STREET,,Manhattan,NY,10027,41,-74,(212) 663-4391,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5688,DUANE READE PHARMACY,Pharmacy,95,WALL STREET,,Manhattan,NY,10005,41,-74,(212) 363-5830,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5689,DUANE READE PHARMACY,Pharmacy,49,EAST 52ND STREET,,Manhattan,NY,10022,41,-74,(212) 888-2323,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5690,DUANE READE PHARMACY,Pharmacy,4,PARK AVENUE,,Manhattan,NY,10016,41,-74,(212) 683-5532,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5691,DUANE READE PHARMACY,Pharmacy,598,BROADWAY,,Manhattan,NY,10012,41,-74,(212) 343-2567,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5692,DUANE READE PHARMACY,Pharmacy,666,3RD AVE,,Manhattan,NY,10017,41,-74,(212) 599-4351,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5693,DUANE READE PHARMACY,Pharmacy,155,EAST 34TH STREET,,Manhattan,NY,10016,41,-74,(212) 683-3042,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5694,DUANE READE PHARMACY,Pharmacy,1290,AMSTERDAM AVE,,Manhattan,NY,10027,41,-74,(212) 665-8966,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5695,DUANE READE PHARMACY,Pharmacy,2108,THIRD AVENUE,,Manhattan,NY,10029,41,-74,(212) 987-1372,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5696,DUANE READE PHARMACY,Pharmacy,4,AMSTERDAM AVENUE,,Manhattan,NY,10023,41,-74,(212) 581-5527,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5697,DUANE READE PHARMACY,Pharmacy,100,DELANCEY STREET,,Manhattan,NY,10002,41,-74,(212) 253-0270,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5698,DUANE READE PHARMACY,Pharmacy,2864,BROADWAY,,Manhattan,NY,10025,41,-74,(212) 316-5113,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5699,DUANE READE PHARMACY,Pharmacy,1888,WESTCHESTER AVENUE,,Bronx,NY,10472,41,-74,(718) 409-5146,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5700,DUANE READE PHARMACY,Pharmacy,1401,KINGS HIGHWAY,,Brooklyn,NY,11229,41,-74,(718) 627-9199,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5701,DUANE READE PHARMACY,Pharmacy,1627,BROADWAY,,Manhattan,NY,10019,41,-74,(212) 586-0374,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5702,DUANE READE PHARMACY,Pharmacy,4,TIMES SQUARE,,Manhattan,NY,10036,41,-74,(646) 366-8047,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5703,DUANE READE PHARMACY,Pharmacy,257-09,Union Turnpike,,Queens,NY,11004,41,-74,(718) 962-2906,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5704,DUANE READE PHARMACY,Pharmacy,1467,FIRST AVENUE,,Manhattan,NY,10075,41,-74,(212) 585-2108,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5705,DUANE READE PHARMACY,Pharmacy,99,John Street,,Manhattan,NY,10038,41,-74,(212) 791-3801,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5706,DUANE READE PHARMACY,Pharmacy,1,WHITEHALL STREET,,Manhattan,NY,10004,41,-74,(212) 509-9020,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5707,DUANE READE PHARMACY,Pharmacy,333,SEVENTH AVENUE,,Manhattan,NY,10001,41,-74,(212) 239-0167,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5708,DUANE READE PHARMACY,Pharmacy,52,EAST 14TH STREET,,Manhattan,NY,10003,41,-74,(212) 358-8206,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5709,DUANE READE PHARMACY,Pharmacy,60,SPRING STREET,,Manhattan,NY,10012,41,-74,(212) 925-5307,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5710,Rite Aid Pharmacy,Pharmacy,195,8TH Avenue,,Manhattan,NY,10011,41,-74,(212) 929-6915,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5711,Rite Aid Pharmacy,Pharmacy,4,World Financial Center,,Manhattan,NY,10281,41,-74,(212) 608-8416,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5712,Rite Aid Pharmacy,Pharmacy,31-14,30th Avenue,,Queens,NY,11102,41,-74,(718) 278-1901,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5713,Rite Aid Pharmacy,Pharmacy,32-14,31st Street,,Queens,NY,11106,41,-74,(718) 728-9080,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5714,Rite Aid Pharmacy,Pharmacy,91-08,Roosevelt Avenue,,Queens,NY,11372,41,-74,(718) 478-6078,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5715,Rite Aid Pharmacy,Pharmacy,43-02,Ditmars Blvd,,Queens,NY,11105,41,-74,(718) 267-6766,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5716,Rite Aid Pharmacy,Pharmacy,75-75,31st Avenue,,Queens,NY,11370,41,-74,(718) 446-0300,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5717,Rite Aid Pharmacy,Pharmacy,82-13,37th Avenue,,Queens,NY,11372,41,-74,(718) 565-1473,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5718,Rite Aid Pharmacy,Pharmacy,50-15,Roosevelt Avenue,,Queens,NY,11377,41,-74,(718) 426-7572,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5719,Rite Aid Pharmacy,Pharmacy,60-26,Woodside Avenue,,Queens,NY,11377,41,-74,(718) 639-3234,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5720,Rite Aid Pharmacy,Pharmacy,106-40,Rockaway Beach Blvd,,Queens,NY,11694,41,-74,(718) 138-8512,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5721,DUANE READE PHARMACY,Pharmacy,1550,THIRD AVENUE,,Manhattan,NY,10128,41,-74,(646) 672-1439,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5722,DUANE READE PHARMACY,Pharmacy,575,LEXINGTON AVENUE,,Manhattan,NY,10022,41,-74,(212) 207-8274,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5723,DUANE READE PHARMACY,Pharmacy,3387,BROADWAY,,Manhattan,NY,10031,41,-74,(917) 507-0179,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5724,DUANE READE PHARMACY,Pharmacy,37-50-37-56,Junction Blvd,,Queens,NY,11368,41,-74,(718) 476-8704,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5725,DUANE READE PHARMACY,Pharmacy,100,BROADWAY,,Manhattan,NY,10005,41,-74,(212) 227-5148,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5760,Myrtle RX,Pharmacy,1454            ,Myrtle Avenue,,Brooklyn,NY,11237,41,-74,(718) 453-6200,(718) 453-6200,,Vincent Camarda,,,,,,
5846,Harpell's Ditmars Pharmacy,Pharmacy,33-08           , Ditmars Blvd.,,Queens,NY,11105,41,-74,(718) 278-5454,,,,,,,,,
5906,Walgreens Drug Store,Pharmacy,4401,White Plains Rd,,Bronx,NY,10470,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5907,Walgreens Drug Store,Pharmacy,1031-1041,Westchester Ave,,Bronx,NY,10459,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5908,Walgreens Drug Store,Pharmacy,1820-1834,Williamsbridge Rd,,Bronx,NY,10461,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5909,Walgreens Drug Store,Pharmacy,1281-1285,Fulton St,,Brooklyn,NY,11216,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5910,Walgreens Drug Store,Pharmacy,1514,86th St,,Brooklyn,NY,11228,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5911,Walgreens Drug Store,Pharmacy,1134,E New York Ave,,Brooklyn,NY,11212,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5912,Walgreens Drug Store,Pharmacy,2325-2343,Flatbush Ave,,Brooklyn,NY,11234,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5913,Walgreens Drug Store,Pharmacy,93-0-93-24,Astoria Blvd,,Queens,NY,11369,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5914,Walgreens Drug Store,Pharmacy,145-56-145-82,Farmers Blvd,,Queens,NY,11434,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5915,Walgreens Drug Store,Pharmacy,177-7-177-25,NY-25,,Queens,NY,11432,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5916,Walgreens Drug Store,Pharmacy,351,5th Ave,,Manhattan,NY,10001,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5917,Walgreens Drug Store,Pharmacy,132-50,Metropolitan Avenue,,Queens,NY,11418,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5918,Walgreens Drug Store,Pharmacy,58-02,Metropolitan Avenue,,Queens,NY,11385,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5919,Walgreens Drug Store,Pharmacy,143-60,243rd Street,,Queens,NY,11422,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5920,Walgreens Drug Store,Pharmacy,112-55,Farmers Blvd.,,Queens,NY,11412,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5921,Walgreens Drug Store,Pharmacy,645,Rossville Ave.,,Staten Island,NY,10309,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5922,Walgreens Drug Store,Pharmacy,1161,Victory Blvd.,,Staten Island,NY,10301,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5923,Walgreens Drug Store,Pharmacy,2190-91,Richmond Avenue,,Staten Island,NY,10314,41,-74,(800) 358-9950,,,,,$39.99 for flumist,$31.99 for Flu Shot,$89.99 for Pneumonia Shot,,
5924,Park Place Pharmacy,Pharmacy,160,Park Place,,Brooklyn,NY,11217,41,-74,(718) 857-4000,,,,,$25.00 for Flu Shot,,,,
5926,Preferred Pharmacy (Brooklyn),Pharmacy,1771,Broadway,,Brooklyn,NY,11207,41,-74,(718) 872-7717,,,,,$25.00 for Flu Shot,$80.00 for Pneumonia Shot,,,
5928,Century Pharmacy,Pharmacy,302,GRAND STREET,,Manhattan,NY,10002,41,-74,(212) 925-3838,,,,,,,,,
5932,Live Good Pharmacy,Pharmacy,1025            ,Nostrand Avenue,,Brooklyn,NY,11225,41,-74,(718) 221-9300,,,,,$38.99 for Flu Mist,,,,
5943,Tisane Pharmacy,Pharmacy,340,East 86th Street,,Manhattan,NY,10028,41,-74,(212) 517-0037,,,,,,,,,
5947,Teresa Pharmacy,Pharmacy,582,Rockaway Ave.,,Brooklyn,NY,11212,41,-74,(718) 342-3446,,,,,,,,,
5958,Gristedes Pharmacy # 524,Pharmacy,25,Waterside Plaza,,Manhattan,NY,10010,41,-74,(212) 889-1202,,,,,$10.99 for Flu Shot,$73.95 for Pneumonia Shot,,,
6188,Aausadm Inc,Pharmacy,4615,5th Avenue,,Brooklyn,NY,11220,41,-74,(718) 972-2780,,,,,,,,,
6189,"Bowen Pharmacy, Inc",Pharmacy,881,Tenth Avenue,,Manhattan,NY,10019,41,-74,(212) 956-9111,,,,,,,,,
6193,Good Health Pharmacy Inc,Pharmacy,79-28,Jamaica Avenue,,Queens,NY,11421,41,-74,(718) 296-7000,,,,,,,,,
6194,Healthmax 5th Avenue Inc,Pharmacy,5313            ,5th Avenue,,Brooklyn,NY,11220,41,-74,(718) 567-8000,,,,,,,,,
6195,"Mill Basin Pharmacy, Inc.",Pharmacy,5829            ,Avenue T,,Brooklyn,NY,11234,41,-74,(718) 676-6676,,,,,,,,,
6199,Sedgwick Pharmacy Inc.,Pharmacy,3887            ,Sedgwick Avenue,,Bronx,NY,10463,41,-74,(718) 543-3116,(718) 543-3116,,Adam Agovino,,,,,,
6208,Mt. Carmel Pharmacy,Pharmacy,705,East 187th St,,Bronx,NY,10458,41,-74,(718) 364-6100,,,,,,,,,
6210,"Kings Third Avenue Pharmacy, Inc",Pharmacy,1619,3rd Ave,,Manhattan,NY,10128,41,-74,(212) 534-6000,,,,,,,,,
6212,Broadway Pharmacy #2,Pharmacy,3621            ,Broadway,,Manhattan,NY,10031,41,-74,(212) 926-9800,,,,,,,,,
6227,Guardiola Pharmacy,Pharmacy,93-12,ROOSEVELT AVE,,Queens,NY,11372,41,-74,(718) 672-9700,,,,,,,,,
6228,Fordham Family Pharmacy,Pharmacy,202             ,W. Fordham Rd.,,Bronx,NY,10468,41,-74,(917) 801-1801,,,,,,,,,
6230,Top Choice Pharmacy,Pharmacy,65-05,MYRTLE AVENUE,,Queens,NY,11385,41,-74,(718) 381-5100,,,,,,,,,
6239,Bedford Medical Supply,Pharmacy,2036            ,Bedford Ave.,,Brooklyn,NY,11226,41,-74,(718) 462-2273,,,,,,,,,
6469,Care Fast Pharmacy,Pharmacy,3771            ,Nostrand Avenue,,Brooklyn,NY,11235,41,-74,(718) 975-4464,(781) 975-4464,,,,,,,,
7182,NYU Hospital Center Pharmacy,Pharmacy,Hcc-110           ,530 First Avenue,,Manhattan,NY,10016,41,-74,(212) 263-7364,(212) 263-7364,,Robert Downes,,,,,,
7183,Greentree Pharmacy,Pharmacy,291             ,7th Avenue,,Brooklyn,NY,11215,41,-74,(718) 768-2700,(718) 768-2700,,Julia Nudelman,,,,,,
7184,International Holistic Pharmacy,Pharmacy,3078            ,Brighton 6th Street,,Brooklyn,NY,11235,41,-74,(718) 975-3733,(718) 975-3733,,Oxana Tsyndea,,,,,,
7185,City Chemists,Pharmacy,129             ,Montague Street,,Brooklyn,NY,11201,41,-74,(718) 237-2489,(718) 237-2489,,Deana Amelyanchyk,,,,,,
7187,Accurate Pharmacy,Pharmacy,639             ,Fifth Avenue,,Brooklyn,NY,11215,41,-74,(718) 788-2082,(718) 788-2082,,Danny Tsang,,,,,,
7191,Webster Drugs,Pharmacy,753             ,East Tremont Avenue,,Bronx,NY,10457,41,-74,(718) 901-4717,(718) 901-4717,,,,,,,,
7192,Confucius Pharmacy,Pharmacy,25              ,Bowery,,Manhattan,NY,10002,41,-74,(212) 966-4420,(212) 966-4420,,Peter Lan,,,,,,
7194,Well-Care Pharmacy,Pharmacy,906             ,East 180th Street,,Bronx,NY,10460,41,-74,(718) 450-8759,(718) 450-8759,,Sam Digiovanna,,,,,,
7197,Arcely Pharmacy,Pharmacy,1603            ,St.Nicholas ave,,Manhattan,NY,10040,41,-74,(212) 923-2412,(212) 923-2412,,Esther Kim,,,,,,
